,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1173,2600,Manufacturing,Chen Zhiping,47.0,China,Shenzhen,E-cigarettes,Manufacturing,China,,True,D,M,1/1/1976 0:00,,,1976.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1174,2600,Service,Fernando Chico Pardo,71.0,Mexico,Mexico City,Airport management,Service,Mexico,,True,U,M,2/15/1952 0:00,,,1952.0,2.0,15.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
1175,2600,Energy,Ray Davis,81.0,United States,Dallas,Pipelines,Energy,United States,,True,U,M,12/18/1941 0:00,Texas,South,1941.0,12.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1176,2600,Construction & Engineering,Maria Del Pino,67.0,Spain,Madrid,Construction,Construction & Engineering,Spain,,False,U,F,3/19/1956 0:00,,,1956.0,3.0,19.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.7492199999999998
1177,2600,Manufacturing,Deng Weiming & family,54.0,China,Changsha,Battery components,Manufacturing,China,,True,D,M,9/1/1968 0:00,,,1968.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1178,2600,Food & Beverage,"John Dorrance, III.",79.0,Ireland,Dublin,Campbell Soup,Food & Beverage,Ireland,,False,D,M,1/1/1944 0:00,,,1944.0,1.0,1.0,,,,,,,,,,,
1179,2600,Diversified,Carl Douglas,61.0,Sweden,Stockholm,Investments,Diversified,Sweden,,False,D,M,5/5/1961 0:00,,,1961.0,5.0,5.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1180,2600,Diversified,Eric Douglas,54.0,Sweden,Stockholm,Investments,Diversified,Sweden,,False,D,M,5/1/1968 0:00,,,1968.0,5.0,1.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1181,2600,Manufacturing,Fiona Geminder,58.0,Australia,Melbourne,Manufacturing,Manufacturing,Australia,,False,D,F,12/1/1964 0:00,,,1964.0,12.0,1.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1182,2600,Finance & Investments,Stewart Horejsi & family,85.0,United States,Phoenix,Berkshire Hathaway,Finance & Investments,United States,,True,D,M,9/19/1937 0:00,Arizona,West,1937.0,9.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1183,2600,Healthcare,Hou Juncheng,58.0,China,Hangzhou,Cosmetics,Healthcare,China,,True,U,M,12/17/1964 0:00,,,1964.0,12.0,17.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1184,2600,Construction & Engineering,Zhenda Huang & family,75.0,China,Shantou,Construction,Construction & Engineering,China,,True,D,M,9/1/1947 0:00,,,1947.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1185,2600,Service,Dmitry Kamenshchik,54.0,Russia,Moscow,Airport,Service,Russia,,True,U,M,4/26/1968 0:00,,,1968.0,4.0,26.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
1186,2600,Finance & Investments,Alicia Koplowitz,69.0,Spain,Madrid,"Construction, investments",Finance & Investments,Spain,,False,D,F,9/12/1953 0:00,,,1953.0,9.0,12.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.7492199999999998
1187,2600,Real Estate,Adam Kwok,40.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,M,4/1/1983 0:00,,,1983.0,4.0,1.0,,,,,,,,,,,
1188,2600,Finance & Investments,Henry Laufer,77.0,United States,Lake Worth,Hedge funds,Finance & Investments,United States,,True,U,M,8/13/1945 0:00,Florida,South,1945.0,8.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1189,2600,Food & Beverage,Louis Le Duff,76.0,France,Paris,Bakeries,Food & Beverage,France,,True,U,M,8/1/1946 0:00,,,1946.0,8.0,1.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
1190,2600,Technology,Mark Leonard & family,66.0,Canada,Toronto,Software,Technology,Canada,,True,U,M,5/6/1956 0:00,,,1956.0,5.0,6.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.34677099999999
1191,2600,Automotive,Li Guoqiang,59.0,China,Beijing,Auto dealerships,Automotive,China,,True,D,M,1/1/1964 0:00,,,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1192,2600,Service,Li Yongxin,47.0,China,Beijing,Education,Service,China,,True,D,M,3/9/1976 0:00,,,1976.0,3.0,9.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1193,2600,Finance & Investments,Peter Lim,69.0,Singapore,Singapore,Investments,Finance & Investments,Singapore,,True,U,M,6/1/1953 0:00,,,1953.0,6.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1194,2600,Diversified,Lu Weiding,52.0,China,Hangzhou,Diversified,Diversified,China,,False,D,M,3/1/1971 0:00,,,1971.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1195,2600,Service,Sergio Mantegazza,95.0,Switzerland,Lugano,Travel,Service,Switzerland,,True,D,M,10/31/1927 0:00,,,1927.0,10.0,31.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1196,2600,Finance & Investments,Hans Melchers,84.0,Netherlands,Vorden,"Chemicals, investments",Finance & Investments,Netherlands,,True,D,M,4/28/1938 0:00,,,1938.0,4.0,28.0,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1197,2600,Food & Beverage,C. Dean Metropoulos,76.0,United States,Palm Beach,Investments,Food & Beverage,United States,,True,D,M,5/5/1946 0:00,Florida,South,1946.0,5.0,5.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1198,2600,Manufacturing,Hans Georg Naeder,61.0,Germany,Duderstadt,Prosthetics,Manufacturing,Germany,,False,E,M,9/4/1961 0:00,,,1961.0,9.0,4.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
1199,2600,Fashion & Retail,Falguni Nayar,60.0,India,Mumbai,Retailing,Fashion & Retail,India,Nykaa,True,D,F,2/19/1963 0:00,,,1963.0,2.0,19.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1200,2600,Finance & Investments,James Packer,55.0,United States,Los Angeles,Investments,Finance & Investments,Australia,,False,D,M,9/8/1967 0:00,California,West,1967.0,9.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1201,2600,Logistics,Alexander Ponomarenko,58.0,Russia,Moscow,"Real estate, airport",Logistics,Russia,,True,U,M,10/27/1964 0:00,,,1964.0,10.0,27.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
1202,2600,Finance & Investments,Nicholas Pritzker,79.0,United States,Nicasio,"Hotels, investments",Finance & Investments,United States,,False,D,M,1/1/1944 0:00,California,West,1944.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1203,2600,Food & Beverage,Alejandro Santo Domingo,46.0,United States,New York,Beer,Food & Beverage,United States,,False,E,M,2/13/1977 0:00,New York,Northeast,1977.0,2.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1204,2600,Technology,Steven Sarowitz,57.0,United States,Highland Park,Payroll software,Technology,United States,,True,D,M,11/7/1965 0:00,Illinois,Midwest,1965.0,11.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1205,2600,Automotive,Maria-Elisabeth Schaeffler-Thumann,81.0,Germany,Herzogenaurach,Auto parts,Automotive,Germany,,False,U,F,8/17/1941 0:00,,,1941.0,8.0,17.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
1206,2600,Healthcare,Leonard Schleifer,70.0,United States,Tarrytown,Pharmaceuticals,Healthcare,United States,Regeneron Pharmaceuticals,True,U,M,7/7/1952 0:00,New York,Northeast,1952.0,7.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1207,2600,Manufacturing,Dieter Schnabel,77.0,Germany,Hamburg,Chemicals,Manufacturing,Germany,,False,U,M,1/1/1946 0:00,,,1946.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
1208,2600,Energy,Michael S. Smith,67.0,United States,Miami Beach,Liquefied natural gas,Energy,United States,,True,U,M,5/9/1955 0:00,Florida,South,1955.0,5.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1209,2600,Manufacturing,Julia Thiele-Schuerhoff,51.0,Germany,Munich,"Brakes, investments",Manufacturing,Germany,,False,D,F,1/1/1972 0:00,,,1972.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
1210,2600,Food & Beverage,John Tyson & family,69.0,United States,Springdale,Food processing,Food & Beverage,United States,,False,D,M,9/5/1953 0:00,Arkansas,South,1953.0,9.0,5.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1211,2600,Manufacturing,Anna Katharina Viessmann,,Germany,Battenberg,Heating and cooling equipment,Manufacturing,Germany,,False,D,F,,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
1212,2600,Construction & Engineering,Jurgen Wirtgen,57.0,,,Construction Vehicles,Construction & Engineering,Germany,,False,N,M,7/1/1965 0:00,,,1965.0,7.0,1.0,,,,,,,,,,,
1213,2600,Construction & Engineering,Stefan Wirtgen,52.0,,,Construction Vehicles,Construction & Engineering,Germany,,False,N,M,7/1/1970 0:00,,,1970.0,7.0,1.0,,,,,,,,,,,
1214,2600,Technology,Zhao Lixin,57.0,China,Shanghai,Electronics,Technology,China,,True,D,M,1/1/1966 0:00,,,1966.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1215,2600,Technology,Hongyi Zhou,52.0,China,Beijing,Security software,Technology,China,,True,U,M,10/1/1970 0:00,,,1970.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1216,2500,Food & Beverage,S. Daniel Abraham,98.0,United States,Palm Beach,Slim-Fast,Food & Beverage,United States,S. Daniel Abraham Center for Middle East Peace,True,U,M,8/15/1924 0:00,Florida,South,1924.0,8.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1217,2500,Fashion & Retail,Bill Alfond,74.0,United States,Boston,Shoes,Fashion & Retail,United States,,False,D,M,5/16/1948 0:00,Massachusetts,Northeast,1948.0,5.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1218,2500,Fashion & Retail,Susan Alfond,77.0,United States,Scarborough,Shoes,Fashion & Retail,United States,,False,D,F,7/19/1945 0:00,Maine,Northeast,1945.0,7.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1219,2500,Fashion & Retail,Ted Alfond,78.0,United States,Weston,Shoes,Fashion & Retail,United States,,False,D,M,8/19/1944 0:00,Massachusetts,Northeast,1944.0,8.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1220,2500,Construction & Engineering,Riley Bechtel & family,71.0,United States,San Francisco,"Engineering, construction",Construction & Engineering,United States,Bechtel Corp.,False,D,M,3/25/1952 0:00,California,West,1952.0,3.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1221,2500,Diversified,Thor Bjorgolfsson,56.0,United Kingdom,London,Investments,Diversified,Iceland,,True,E,M,3/19/1967 0:00,,,1967.0,3.0,19.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1222,2500,Food & Beverage,Charles Bronfman,91.0,United States,Palm Beach,Liquor,Food & Beverage,Canada,,False,E,M,6/27/1931 0:00,Florida,South,1931.0,6.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1223,2500,Food & Beverage,Vivek Chand Burman,85.0,India,Delhi,Consumer goods,Food & Beverage,India,,False,D,M,4/28/1937 0:00,,,1937.0,4.0,28.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1224,2500,Automotive,Herb Chambers,81.0,United States,Boston,Car dealerships,Automotive,United States,,True,U,M,1/1/1942 0:00,Massachusetts,Northeast,1942.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1225,2500,Media & Entertainment,Cheng Yixiao,39.0,China,Beijing,Video streaming app,Media & Entertainment,China,,True,D,M,1/1/1984 0:00,,,1984.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1226,2500,Food & Beverage,Andrew Cherng,75.0,United States,Las Vegas,Fast food,Food & Beverage,United States,,True,Split Family Fortune,M,4/2/1948 0:00,Nevada,West,1948.0,4.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1227,2500,Food & Beverage,Peggy Cherng,75.0,United States,Las Vegas,Fast food,Food & Beverage,United States,,True,Split Family Fortune,F,12/18/1947 0:00,Nevada,West,1947.0,12.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1228,2500,Finance & Investments,Leon G. Cooperman,79.0,United States,Boca Raton,Hedge funds,Finance & Investments,United States,"Omega Advisors, Inc.",True,E,M,4/25/1943 0:00,Florida,South,1943.0,4.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1229,2500,Manufacturing,Yadu Hari Dalmia & family,75.0,India,Delhi,Cement,Manufacturing,India,,False,U,M,6/2/1947 0:00,,,1947.0,6.0,2.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1230,2500,Food & Beverage,Henry Davis,72.0,United States,Omaha,Beef processing,Food & Beverage,United States,,False,U,M,2/16/1951 0:00,Nebraska,Midwest,1951.0,2.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1231,2500,Metals & Mining,Oleg Deripaska,55.0,Russia,Moscow,"Aluminum, utilities",Metals & Mining,Russia,,True,U,M,1/2/1968 0:00,,,1968.0,1.0,2.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
1232,2500,Technology,Sergey Dmitriev,57.0,Cyprus,Paralimni,Software,Technology,Cyprus,,True,D,M,3/11/1966 0:00,,,1966.0,3.0,11.0,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859
1233,2500,Finance & Investments,Joseph Edelman,67.0,United States,New York,Hedge funds,Finance & Investments,United States,Perceptive Advisors,True,D,M,6/10/1955 0:00,New York,Northeast,1955.0,6.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1234,2500,Manufacturing,Sandeep Engineer,61.0,India,Ahmedabad,Plastic pipes,Manufacturing,India,,True,D,M,5/11/1961 0:00,,,1961.0,5.0,11.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1235,2500,Energy,Alceu Elias Feldmann & family,73.0,Brazil,Curitiba,Fertilizer,Energy,Brazil,,True,D,M,7/1/1949 0:00,,,1949.0,7.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1236,2500,Technology,Serge Godin,73.0,Canada,Westmount,Information technology,Technology,Canada,CGI Group,True,U,M,11/17/1949 0:00,,,1949.0,11.0,17.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.34677099999999
1237,2500,Finance & Investments,Alec Gores,70.0,United States,Beverly Hills,Private equity,Finance & Investments,United States,,True,D,M,3/18/1953 0:00,California,West,1953.0,3.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1238,2500,Fashion & Retail,Bill Haslam,64.0,United States,Knoxville,Gas stations,Fashion & Retail,United States,,False,U,M,8/23/1958 0:00,Tennessee,South,1958.0,8.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1239,2500,Finance & Investments,J. Tomilson Hill,74.0,United States,New York,Investments,Finance & Investments,United States,,True,D,M,5/24/1948 0:00,New York,Northeast,1948.0,5.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1240,2500,Media & Entertainment,Jay-Z,53.0,United States,New York,Music,Media & Entertainment,United States,,True,U,M,12/4/1969 0:00,New York,Northeast,1969.0,12.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1241,2500,Automotive,Baba Kalyani,74.0,India,Pune,Engineering,Automotive,India,,False,E,M,1/7/1949 0:00,,,1949.0,1.0,7.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1242,2500,Energy,Saban Cemil Kazanci,62.0,Turkey,Istanbul,Energy,Energy,Turkey,,False,R,M,2/13/1961 0:00,,,1961.0,2.0,13.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1243,2500,Real Estate,Brad Kelley,66.0,United States,Franklin,Tobacco,Real Estate,United States,,True,D,M,12/23/1956 0:00,Tennessee,South,1956.0,12.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1244,2500,Construction & Engineering,Wolfgang Leitner,70.0,Austria,Graz,Engineering,Construction & Engineering,Austria,,True,U,M,3/27/1953 0:00,,,1953.0,3.0,27.0,118.06,1.5,"$446,314,739,528 ",85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072
1245,2500,Manufacturing,Li Hongxin & family,70.0,China,Yanzhou,Paper & related products,Manufacturing,China,,True,D,M,3/7/1953 0:00,,,1953.0,3.0,7.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1246,2500,Real Estate,Lin Chen-hai,76.0,Taiwan,Taipei,Real estate,Real Estate,Taiwan,,True,D,M,3/1/1947 0:00,,,1947.0,3.0,1.0,,,,,,,,,,,
1247,2500,Fashion & Retail,Lu Yiwen,36.0,China,Shenzhen,Jewelry,Fashion & Retail,China,,True,D,F,1/1/1987 0:00,,,1987.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1248,2500,Food & Beverage,Prayudh Mahagitsiri,77.0,Thailand,Bangkok,"Coffee, shipping",Food & Beverage,Thailand,,False,U,M,1/1/1946 0:00,,,1946.0,1.0,1.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1249,2500,Healthcare,Willy Michel,76.0,Switzerland,Burgdorf,Medical devices,Healthcare,Switzerland,,True,E,M,1/1/1947 0:00,,,1947.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1250,2500,Automotive,Lachhman Das Mittal,92.0,India,Delhi,Tractors,Automotive,India,,False,E,M,11/5/1930 0:00,,,1930.0,11.0,5.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1251,2500,Technology,Bobby Murphy,34.0,United States,Venice,Snapchat,Technology,United States,Snap,True,D,M,7/19/1988 0:00,California,West,1988.0,7.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1252,2500,Real Estate,Tomas Olivo Lopez,49.0,Spain,Marbella,Shopping centers,Real Estate,Spain,,True,U,M,1/1/1974 0:00,,,1974.0,1.0,1.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.7492199999999998
1253,2500,Manufacturing,Eren Ozmen,64.0,United States,Reno,Aerospace,Manufacturing,United States,,True,D,F,9/3/1958 0:00,Nevada,West,1958.0,9.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1254,2500,Finance & Investments,John Pritzker,69.0,United States,San Francisco,"Hotels, investments",Finance & Investments,United States,,False,D,M,8/10/1953 0:00,California,West,1953.0,8.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1255,2500,Technology,Qiu Minxiu,77.0,China,Shangyu,Semiconductors,Technology,China,,True,E,F,9/17/1945 0:00,,,1945.0,9.0,17.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1256,2500,Diversified,Ferit Faik Sahenk,59.0,Turkey,Istanbul,Diversified,Diversified,Turkey,,False,U,M,3/18/1964 0:00,,,1964.0,3.0,18.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1257,2500,Metals & Mining,Wenrong Shen,77.0,China,Zhangjiagang,Steel production,Metals & Mining,China,,True,U,M,2/13/1946 0:00,,,1946.0,2.0,13.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1258,2500,Diversified,Yuzhu Shi,60.0,China,Shanghai,"Online games, investments",Diversified,China,,True,D,M,9/1/1962 0:00,,,1962.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1259,2500,Real Estate,Jeff Sutton,63.0,United States,New York,Real estate,Real Estate,United States,,True,D,M,1/17/1960 0:00,New York,Northeast,1960.0,1.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1260,2500,Diversified,"Henry Sy, Jr.",69.0,Philippines,Manila,Diversified,Diversified,Philippines,,False,D,M,1/1/1954 0:00,,,1954.0,1.0,1.0,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.77401699999999
1261,2500,Diversified,Andrew Tan,71.0,Philippines,Manila,Diversified,Diversified,Philippines,,True,D,M,2/1/1952 0:00,,,1952.0,2.0,1.0,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.77401699999999
1262,2500,Energy,Arvind Tiku,53.0,Singapore,Singapore,"Oil & gas, investments",Energy,India,,True,U,M,2/22/1970 0:00,,,1970.0,2.0,22.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1263,2500,Finance & Investments,Byron Trott,64.0,United States,Winnetka,Investments,Finance & Investments,United States,,True,U,M,12/2/1958 0:00,Illinois,Midwest,1958.0,12.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1264,2500,Real Estate,Donald Trump,76.0,United States,Palm Beach,Real estate,Real Estate,United States,,False,D,M,6/14/1946 0:00,Florida,South,1946.0,6.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1265,2500,Automotive,Peter Unger,78.0,Germany,Neustadt an der Waldnaab,Auto repair,Automotive,Germany,,True,U,M,8/20/1944 0:00,,,1944.0,8.0,20.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
1266,2500,Fashion & Retail,Roger Wang,74.0,China,Nanjing,Retail,Fashion & Retail,United States,,True,D,M,1/1/1949 0:00,,,1949.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1267,2500,Media & Entertainment,Oprah Winfrey,69.0,United States,Montecito,TV shows,Media & Entertainment,United States,,True,D,F,1/29/1954 0:00,California,West,1954.0,1.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1268,2500,Food & Beverage,Wu Zhigang & family,88.0,China,Shenyang,Bakery chain,Food & Beverage,China,,True,D,M,1/14/1935 0:00,,,1935.0,1.0,14.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
